"main_label","phase_label","person_count","lying_count","moving_count","nearby_count","breathing_count","scenario_note","phase_note","source","estimated_time_sec","frame","num_detected_obj","num_tlvs","packet_len","tlv_summary","has_vital","target_id","range_bin","breath_deviation","heart_rate","breath_rate","raw_radar","raw_vital"
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","13.50","153","0","1","52","1021:4","0","","","","","","RADAR,153,0,1,52,1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","14.04","159","0","1","52","1021:4","0","","","","","","RADAR,159,0,1,52,1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","14.58","165","0","1","52","1021:4","0","","","","","","RADAR,165,0,1,52,1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","15.12","171","0","1","52","1021:4","0","","","","","","RADAR,171,0,1,52,1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","15.66","177","0","1","52","1021:4","0","","","","","","RADAR,177,0,1,52,1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","16.20","183","3","2","104","1020:44;1021:4","0","","","","","","RADAR,183,3,2,104,1020:44;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","16.74","189","5","4","297","1020:60;1010:112;1011:49;1021:4","0","","","","","","RADAR,189,5,4,297,1020:60;1010:112;1011:49;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","17.28","195","2","4","228","1020:36;1010:112;1011:4;1021:4","0","","","","","","RADAR,195,2,4,228,1020:36;1010:112;1011:4;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","17.82","201","14","3","312","1020:132;1010:112;1021:4","0","","","","","","RADAR,201,14,3,312,1020:132;1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","18.36","207","1","3","208","1020:28;1010:112;1021:4","0","","","","","","RADAR,207,1,3,208,1020:28;1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","18.90","213","1","4","218","1020:28;1010:112;1011:2;1021:4","0","","","","","","RADAR,213,1,4,218,1020:28;1010:112;1011:2;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","19.44","219","3","4","235","1020:44;1010:112;1011:3","0","","","","","","RADAR,219,3,4,235,1020:44;1010:112;1011:3",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","20.07","226","3","4","239","1020:44;1010:112;1011:7;1021:4","0","","","","","","RADAR,226,3,4,239,1020:44;1010:112;1011:7;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","20.61","232","41","4","622","1020:348;1010:112;1011:86;1021:4","0","","","","","","RADAR,232,41,4,622,1020:348;1010:112;1011:86;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","21.06","237","5","4","254","1020:60;1010:112;1011:6","0","","","","","","RADAR,237,5,4,254,1020:60;1010:112;1011:6",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","21.69","244","0","3","182","1010:112;1011:2;1021:4","0","","","","","","RADAR,244,0,3,182,1010:112;1011:2;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","22.23","250","0","2","172","1010:112;1021:4","0","","","","","","RADAR,250,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","22.77","256","5","5","397","1020:60;1010:112;1011:5;1021:4;1040:136","1","0","18","0.0251","78.7","10.0","RADAR,256,5,5,397,1020:60;1010:112;1011:5;1021:4;1040:136","VITAL,256,id=0,rangeBin=18,breathDev=0.0251,heartRate=78.7,breathRate=10.0"
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","23.40","263","0","2","172","1010:112;1021:4","0","","","","","","RADAR,263,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","23.94","269","0","2","172","1010:112;1021:4","0","","","","","","RADAR,269,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","24.48","275","0","2","172","1010:112;1021:4","0","","","","","","RADAR,275,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","24.93","280","0","2","172","1010:112;1021:4","0","","","","","","RADAR,280,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","25.56","287","0","3","181","1010:112;1011:1;1021:4","0","","","","","","RADAR,287,0,3,181,1010:112;1011:1;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","26.10","293","0","3","181","1010:112;1011:1;1021:4","0","","","","","","RADAR,293,0,3,181,1010:112;1011:1;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","26.64","299","0","2","172","1010:112;1021:4","0","","","","","","RADAR,299,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","27.18","305","0","2","172","1010:112;1021:4","0","","","","","","RADAR,305,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","27.63","310","0","3","181","1010:112;1011:1","0","","","","","","RADAR,310,0,3,181,1010:112;1011:1",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","28.26","317","0","2","172","1010:112;1021:4","0","","","","","","RADAR,317,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","28.80","323","0","2","172","1010:112;1021:4","0","","","","","","RADAR,323,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","29.25","328","0","2","172","1010:112;1021:4","0","","","","","","RADAR,328,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","29.88","335","0","2","172","1010:112;1021:4","0","","","","","","RADAR,335,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","30.33","340","0","2","172","1010:112;1021:4","0","","","","","","RADAR,340,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","30.87","346","0","2","172","1010:112;1021:4","0","","","","","","RADAR,346,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","31.50","353","0","2","172","1010:112;1021:4","0","","","","","","RADAR,353,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","32.04","359","0","2","172","1010:112;1021:4","0","","","","","","RADAR,359,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","32.58","365","0","2","172","1010:112;1021:4","0","","","","","","RADAR,365,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","33.03","370","0","2","172","1010:112;1021:4","0","","","","","","RADAR,370,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","33.66","377","0","2","172","1010:112;1021:4","0","","","","","","RADAR,377,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","34.20","383","4","3","232","1020:52;1010:112;1021:4","0","","","","","","RADAR,383,4,3,232,1020:52;1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","34.74","389","0","3","181","1010:112;1011:1;1021:4","0","","","","","","RADAR,389,0,3,181,1010:112;1011:1;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","35.28","395","0","3","181","1010:112;1011:1;1021:4","0","","","","","","RADAR,395,0,3,181,1010:112;1011:1;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","35.73","400","0","3","316","1010:112;1021:4;1040:136","1","0","18","0.0108","65.3","18.4","RADAR,400,0,3,316,1010:112;1021:4;1040:136","VITAL,400,id=0,rangeBin=18,breathDev=0.0108,heartRate=65.3,breathRate=18.4"
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","36.36","407","0","2","172","1010:112;1021:4","0","","","","","","RADAR,407,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","36.90","413","0","2","172","1010:112;1021:4","0","","","","","","RADAR,413,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","37.44","419","0","2","172","1010:112;1021:4","0","","","","","","RADAR,419,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","37.98","425","0","2","172","1010:112;1021:4","0","","","","","","RADAR,425,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","38.52","431","1","3","208","1020:28;1010:112;1021:4","0","","","","","","RADAR,431,1,3,208,1020:28;1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","39.06","437","0","2","172","1010:112;1021:4","0","","","","","","RADAR,437,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","39.60","443","0","2","172","1010:112;1021:4","0","","","","","","RADAR,443,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","40.05","448","1","5","361","1020:28;1010:112;1011:1;1021:4;1040:136","1","0","18","0.0117","80.4","18.4","RADAR,448,1,5,361,1020:28;1010:112;1011:1;1021:4;1040:136","VITAL,448,id=0,rangeBin=18,breathDev=0.0117,heartRate=80.4,breathRate=18.4"
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","40.59","454","2","3","216","1020:36;1010:112;1021:4","0","","","","","","RADAR,454,2,3,216,1020:36;1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","41.13","460","1","3","208","1020:28;1010:112;1021:4","0","","","","","","RADAR,460,1,3,208,1020:28;1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","41.67","466","0","2","172","1010:112;1021:4","0","","","","","","RADAR,466,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","42.21","472","0","2","172","1010:112;1021:4","0","","","","","","RADAR,472,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","42.75","478","0","2","172","1010:112;1021:4","0","","","","","","RADAR,478,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","43.29","484","0","2","172","1010:112;1021:4","0","","","","","","RADAR,484,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","43.83","490","0","2","172","1010:112;1021:4","0","","","","","","RADAR,490,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","44.37","496","0","3","316","1010:112;1021:4;1040:136","1","0","18","0.0902","75.3","18.4","RADAR,496,0,3,316,1010:112;1021:4;1040:136","VITAL,496,id=0,rangeBin=18,breathDev=0.0902,heartRate=75.3,breathRate=18.4"
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","44.91","502","0","2","172","1010:112;1021:4","0","","","","","","RADAR,502,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","45.45","508","0","2","172","1010:112;1021:4","0","","","","","","RADAR,508,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","45.99","514","0","2","172","1010:112;1021:4","0","","","","","","RADAR,514,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","46.53","520","0","2","172","1010:112;1021:4","0","","","","","","RADAR,520,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","47.07","526","0","2","172","1010:112;1021:4","0","","","","","","RADAR,526,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","47.61","532","0","2","172","1010:112;1021:4","0","","","","","","RADAR,532,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","48.15","538","0","2","172","1010:112;1021:4","0","","","","","","RADAR,538,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","48.69","544","0","3","316","1010:112;1021:4;1040:136","1","0","18","0.0459","75.3","18.4","RADAR,544,0,3,316,1010:112;1021:4;1040:136","VITAL,544,id=0,rangeBin=18,breathDev=0.0459,heartRate=75.3,breathRate=18.4"
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","49.32","551","0","2","172","1010:112;1021:4","0","","","","","","RADAR,551,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","49.86","557","0","2","172","1010:112;1021:4","0","","","","","","RADAR,557,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","50.40","563","0","2","172","1010:112;1021:4","0","","","","","","RADAR,563,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","50.94","569","0","2","172","1010:112;1021:4","0","","","","","","RADAR,569,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","51.48","575","0","2","172","1010:112;1021:4","0","","","","","","RADAR,575,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","52.02","581","0","2","172","1010:112;1021:4","0","","","","","","RADAR,581,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","52.56","587","0","2","172","1010:112;1021:4","0","","","","","","RADAR,587,0,2,172,1010:112;1021:4",""
"two_people_one_lying_one_becomes_lying","one_lying_one_nearby","2","1","0","1","1","one person lying; another person stays nearby and then lies down","one person lying; another person nearby before lying down","pasted_text","53.01","592","0","3","316","1010:112;1021:4;1040:136","1","0","18","0.0225","77.0","16.7","RADAR,592,0,3,316,1010:112;1021:4;1040:136","VITAL,592,id=0,rangeBin=18,breathDev=0.0225,heartRate=77.0,breathRate=16.7"
